"año","nombreestablecimiento","zona","direccion","telefono","nombre_Rector","tipo_Establecimiento","sector","niveles","jornadas","especialidad","grados","numero_de_Sedes","estado","correo_Electronico"
"2,016","COLEGIO VENTIUN ANGELES (IED)","URBANA","KR 90 154 A 09","6838395 -- 6838616 -- 6838397","RENE GERARDO ANDRADE AREVALO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","4",,"colventiunangeles11@redp.edu.co"
"2,016","GIMN PUCIARRELLI","URBANA","CL 70 B 107 A 42","2290054 -- 2290059","MARIA PILAR CEPEDA CASTILLO","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"gimnasiopuciarrelli@yahoo.es"
"2,016","COLEGIO FRANCISCO DE PAULA SANTANDER (IED)","URBANA","CL 61 SUR 80 I 40","7750473 -- 7807236","MIGUEL ANTONIO TOLEDO RUIZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","1",,"escdifranciscodepa7@redp.edu.co -- escdifranciscodepa7@gmail.com"
"2,016","COL DEL ROSARIO DE SANTO DOMINGO                                                                    ","URBANA","CL 68 0 51 ESTE","2171014 -- 2171000 -- 7171015 -- 2118718","SOR GILMA HENAO SALAZAR","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"info@rosariosantodomingo.edu.co"
"2,016","COL COLOMBO HEBREO                                                                                  ","URBANA","AC 153 50 65","6711303 -- 6711263 -- 6711323","JORGE ALBERTO MEJIA GONZALEZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"rectoria@cch.edu.co -- secacademica@cch.edu.co"
"2,016","LIC PSICOPEDAG ELLEN KEY                                                                            ","URBANA","KR 81 D 24 B 96","2631838 -- 2637584 -- 3143852003","GLADYS ADRIANA CORTES MUÑOZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"rectora@colegioellenkey.edu.co -- secretaria@colegioellenkey.edu.co"
"2,016","COLEGIO SANDALPHON","URBANA","CL 143 18 A 41","5274463  --  5274462  --  5274468","MARA ADELAIDA GARAVITO MARULANDA","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA","MAÑANA","ACADÉMICA","23,24,25,26","1",,"grupobacatacol@gmail.com"
"2,016","COL SOLES DEL SABER                                                                                 ","URBANA","DG 62 H BIS SUR 74 A 30","7821361 / 7762633                                 ","LUZ NELLY VALBUENA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"col.sol.@epm.net.co    solesdelsaber10@hotmail.com                              "
"2,016","LIC PEDAG CREAR Y APRENDER                                                                          ","URBANA","CR. 24C NO.23A-11 SUR","3662943","OMAIRA CASTELLANOS","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3","1",,
"2,016","LICEO INFANTIL JEAN PIAGET","URBANA","KR 22 I 59 A 13 SUR","5632714","MARIA LUISA MONTENEGRO ROJAS","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,
"2,016","COLEGIO MARSELLA (IED)","URBANA","KR 69 7 90","4202341 -- 4202399","SOCORRO LOPEZ IZQUIERDO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"cedmarsella8@gmail.com--cedmarsella8@redp.edu.co"
"2,016","JARD INF RONDITAS DE ALCAPARROS                                                                     ","URBANA","CL 132 A 110 A 03","6877545","ALBA LUZ SAAVEDRA","CENTRO EDUCATIVO",,"PREESCOLAR","MAÑANA",,"-3","1",,"albaluzsaavedra@hotmail.com                       "
"2,016","LIC LA SABANA                                                                                       ","URBANA","KR 59 173 25","6711489 / 6743779/6797722","HENRY JAVIER GOMEZ CASAS","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,
"2,016","COLEGIO LUIS ANGEL ARANGO  (IED)","URBANA","CL 23 G 103 60","4133035","BERTHA ELENA HERRERA DE NEIVA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","2",,"escdiluisangelaran9@redp.edu.co"
"2,016","JARD INF GIMN CASTELLO                                                                              ","URBANA","CL 127 B 46 07","6251850","ADRIANA CASASBUENAS SALAVARRIETA","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"gimnasiocastello@yahoo.es"
"2,016","JARD INF CARRUSEL DE COLORES                                                                        ","URBANA","KR 94 145 68","6844225 / 6921549                                 ","MARIA RUTH PARRA RODRIGUEZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,
"2,016","COLEGIO COLSUBSIDIO CHICALÁ","URBANA","KR 87 53 C 26 SUR","7852925 -- 7852990","ESPERANZA ARIZA DE GASCA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"colegio.chicala@colsubsidio.com -- ColegioChicala.SecretariaAcademica@colsubsidio.com"
"2,016","JARDIN INFANTIL LA CASITA DE VIKY","URBANA","AK 70 103 07",,"MARIA TERESA QUINONES CASTELLANOS","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,
"2,016","LIC  NTRA SRA DE BELEN                                                                              ","URBANA","CR. 97 NO.59A-51 SUR","7842627","LIBIA ANGELA CORONADO DE BORDA","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA",,"-2,-1,0,1,2,3,4,5","1",,
"2,016","INSTITUTO EL ROBLE","URBANA","CL 152 A 17 44","3222529","VLADIMIR ENRIQUE SERNA MOSQUERA","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA","NOCTURNA",,"23,24,25,26","1",,"instituto@elroble.edu.co"
"2,016","COLEGIO TABORA  (IED)","URBANA","KR 77 B 74 A 02","4383238 -- 2513543","LUIS IGNACIO RODRIGUEZ GONZALEZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","3",,"cedtabora10@redp.edu.co"
"2,016","COLEGIO FRANCISCO I","URBANA","KR 98 A 48 51 SUR","4032793","JIMENA MARTNEZ ANZOLA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,FIN DE SEMANA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,25","1",,
"2,016","LIC BOTERITOS                                                                                       ","URBANA","CL 136 A 94 B 21 IN 102","6807445","MARÍA DEL PILAR DUQUE AGUDELO","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"-2,-1,0,1,2","1",,"liceo_boteritos@hotmail.com                       "
"2,016","COLEGIO DE CULTURA POPULAR (IED)","URBANA","KR 51 16 64 SUR","2028884","ROSA MARIA BAUTISTA VERGARA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","3",,"innaldeculturapopu16@redp.edu.co"
"2,016","COLEGIO LOS COMUNEROS - OSWALDO GUAYAZAMIN (IED)","URBANA","KR 4 G ESTE 94 A 23 SUR","7613555 -- 7686996","MYRENA DEL SOCORRO NIÑO VARGAS","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","3",,"cedloscomuneros5@redp.edu.co -- cedelvirreyultima5@redp.edu.co"
"2,016","COLEGIO RAFAEL URIBE URIBE (IED)","URBANA","KR 25 47 00 SUR","7130308 -- 7242191 -- 7242135 -- 2309420","RODRIGO MONTAÑEZ MORA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","2",,"coldirafaeluribeur6@redp.edu.co"
"2,016","LIC LOS ANGELES SUBA                                                                                ","URBANA","CLL. 136 NO.93A-33","6843345","ELBA ENEIDA HURTADO CORTES","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"las_suba@hotmail.com                              "
"2,016","JARD INF BILING K-RITAS FELICES                                                                     ","URBANA","CLL. 32 A SUR NO. 27 - 74 SUR","7276867","MYRIAM JANNETH DURAN AGUILERA","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,
"2,016","JARD INF INFANCIA CREATIVA                                                                          ","URBANA","CL 19 S 10 A 66","2393531 / 4092825 / 2339919                       ","MARIA TERESA ESPINOSA DUARTE","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"maitespi@gmail.com"
"2,016","CENTRO JOHANN KEPLER","URBANA","KR 80 P 75 22 SUR","7826792","CARLOS IGNACIO SABOGAL TAMAYO","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA","NOCTURNA,FIN DE SEMANA","ACADÉMICA","23,24,25,26","1",,"hhernan22@yahoo.com.ar"
"2,016","COLEGIO AVE MARIA                                                                                 ","URBANA","CL 12 SUR 4 40","2460868","HNA. AMPARO DEL ROCÍO LOAIZA VANEGAS","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","1",,"avemaria.colegio2@gmail.com"
"2,016","COLEGIO MORALBA SUR ORIENTAL (IED)","URBANA","CL 43 SUR TV 16 ESTE","3632320 -- 3676767 -- 3646165 -- 3643070","JOSE JORGE PINILLA SAENZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","3",,"cedmoralbasurorie4@redp.edu.co -- colegiomoralba08@gmail.com"
"2,016","COLEGIO BILINGÜE INTEGRAL","URBANA","CL 1 A 29 05","2372792 -- 3513207 -- 3144031417","ILLYA MAYAB GONZALEZ BAQUERO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","OTRO,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"academicsecretary@cbi.edu.co -- secretariacbi@yahoo.com"
"2,016","LIC INF SANTA TERESITA DE LISIEUX                                                                   ","URBANA","CL 11 A BIS 73 A 27","4111778 -- 4112467","NELLY ISLENY LOZADA MELO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"santatere88@hotmail.com"
"2,016","JARD INF LA TIA  DE PILLY                                                                           ","URBANA","CR. 112 NO.19-20","4151660 / 2989435                                 ","MARIA DEL PILAR ARISTIZABAL","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"-2,-1,0,1","1",,
"2,016","CENT EDUC MANUEL ELKIN PATARROYO                                                                    ","URBANA","KR 44 73 32 SUR","7171667  / 7318526","REINALDA ROMERO JEREZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10","1",,"asoproden@hotmail.com   mepatarroyo@gmail.com"
"2,016","HOG PSICOPEDAG LOS PASTORCITOS                                                                      ","URBANA","KR 28 BIS 51 24","2493953","MARIA YOMARA ROMERO DE RUIZ","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,
"2,016","COL NUEVO SAN LUIS GONZAGA                                                                          ","URBANA","KR 92 150 61","6833554 / 6815208 / 6923003","JOSE DID CRUZ GUARIN","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","1",,"nuevosanluisgonzaga@tutopia.com   nuevosanluisgonzaga@hotmail.com                  "
"2,016","COL ADVENTISTA EMMANUEL                                                                             ","URBANA","AV 12 SUR 18 13","2334637 / 2891562 /2330488/8053320 ","WILSON E ROJAS B.","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"colegiocae@gmail.com                                  "
"2,016","JARD INF COLEGIO PIERRE LA ROUSSE                                                                   ","URBANA","KR 107 139 88","6901400","LUZ MARINA SANCHEZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"-2,-1,0,1,2","1",,
"2,016","COL MARIA ADELAIDA HOY                                                                              ","URBANA","TV. 2A NO.51-29 SUR","7144494","RITA DEL CARMEN ANGARITA SISA","INSTITUCION EDUCATIVA",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"-1,0,1,2,3,4,5,6,7,8,9","1",,"mariadelaidahoy@hotmail.com                       "
"2,016","COL SAN LUCAS                                                                                       ","URBANA","KR 31 D 1 F 44","5622048 -- 5613821","EULALAIA CORREDOR AYALA","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"sanlucascol@hotmail.com"
"2,016","CENT EDUC DIST CAFAM LOS NARANJOS","URBANA","KR 80 M 71 C 31 SUR","7829545 / 7829529/ 7","DIANA DEL PILAR RODRIGUEZ DIAZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,ÚNICA,FIN DE SEMANA","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,23,24,25,26","1",,"cafamnaranjos@yahoo.com.ar"
"2,016","GIMN CACERES                                                                                        ","URBANA","CL 73 SUR 80 I 37","7777989 -- 7773247","LUZ AMANDA TUNJO BELLO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,NOCTURNA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","1",,"gimnasio_caceres@hotmail.com"
"2,016","LIC Y JARD INF FANTASIAS DE PIOLIN                                                                  ","URBANA","KR 84 70 09 SUR","7758465","GLADYS REY RAMIREZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,
"2,016","COL PSICOPEDAG ERASMO DE ROTHERDAM                                                                  ","URBANA","KR 45 C 73 B 09 SUR","7164326  -- 7161004","OSCAR JAVIER CARDENAS MUÑOZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","1",,"cper@etb.net.co"
"2,016","GIMN ANTONIO ARBOLEDA                                                                               ","URBANA","TR. 96 NO.88A-09 INT. 106-108","2281530   2280408                                 ","BLANCA BARRERO RODRIGUEZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"0,1,2,3,4,5","1",,"gimnasioacademicoabadia@tutopia.com               "
"2,016","GIM INF ALMENDROS                                                                                   ","URBANA","CRA 114 B NO. 152 -78","6921704","MARIA CONSEJO","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"-2,-1,0,1,2","1",,"jialmendros@hotmail.com                           "
"2,016","COLEGIO VILLA ELISA (IED)","URBANA","CL 132 C 92 A 71","6822550 -- 5382199 -- 6862269 -- 5382198","LUZ ELENA MIRANDA RIVAS","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","3",,"cedvillaelisa11@redp.edu.co"
"2,016","LIC CAMBRIDGE                                                                                       ","RURAL","KM. 7 VÍA SUBA-COTA","6856612 / 6925762                                 ","AMANDA LUCÍA ROMERO CASTELLÓN","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"arocaste@hotmail.com  janny611@gmail.com                              "
"2,016","GIMN RINCON DE LOS ANGELES                                                                          ","URBANA","DG.   7A BIS NO. 73B-41","2925512-4244687                                   ","ELIZABETH ORTIZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,
"2,016","LIC  LEANDRO CONCHA                                                                                 ","URBANA","CL 51 SUR 78 L 79","2656079","JULIO CESAR PERALTA MELO","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,
"2,016","COL METODISTA DE COLOMBIA                                                                           ","URBANA","DG. 68A SUR NO.18J-20","7909625","JAIRO TIBASOSA GIL","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","1",,
"2,016","COL STA HELENA BAVIERA                                                                              ","URBANA","KR 38 143 39","2740504 / 2744653                                 ","AMPARO PEÑA","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"amparojpo@hotmail.com   colegiocshb@hotmail.com                            "
"2,016","COL SANTA ISABEL DE HUNGRIA                                                                         ","URBANA","KR 60 165 10","6715343 /6715343 /6715254   ","CARLOS JULIO RUIZ VELANDIA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","1",,"colsih@etb.net.co"
"2,016","LIC INF SAN LORENZO                                                                                 ","URBANA","CR. 124 NO.65A-52","4336097","SONIA MIREYA FARIETA","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,
"2,016","LIC MODERNO LOS ANDES                                                                               ","URBANA","CL 64 SUR 71 F 91","7754126 / 7792579                                 ","YENCY YANETH CASTRO RAMIREZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"yency80@latinmail.com   liceomodernolosandes@gmail.com                           "
"2,016","JARD INF LOS PEQUEÑOS PRADISTAS                                                                     ","URBANA","KR 43 128 B 53","2587956","CARMEN CECILIA GARAVITO HIDALGO","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1","1",,"carmen_pradista@hotmail.com"
"2,016","JARD INF JULIO FLOREZ","URBANA","KR 48 F 94 A 98","2533927","SONIA YAYA BABATIVA ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA,TARDE",,"-2,-1,0,2","1",,
"2,016","INST SANTA MARIA DE LA CRUZ                                                                         ","URBANA","CL 68 D BIS 49 A 03 SUR","7151177","NOHORA LILIA MOLINA DE MORENO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","1",," isantamariac@hotmail.com"
"2,016","COLEGIO UNILATINA","URBANA","CL 46 3 05","5737488","RAMIRO LOPEZ MORALES","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA","MAÑANA,NOCTURNA,FIN DE SEMANA","ACADÉMICA","23,24,25,26","1",,"colegio@unilatina.edu.co"
"2,016","COLEGIO GENERAL SANTANDER (IED)","URBANA","KR 123 65 A 03","4336341 / 4425130","CLARA INES LEON BARBOSA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","4",,"escdigeneralsantan10@redp.edu.co"
"2,016","COLEGIO INTERNACIONAL CAMINO A LA CIMA","URBANA","CL 47 A SUR 23 A 30","2055147 -- 7691779 -- 2055593","ESPERANZA GARCIA CAÑON","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"colegiocairt@gmail.com -- colegiocairt@hotmail.com"
"2,016","LIC BILING ROMULO GALLEGOS                                                                          ","URBANA","AC 3 38 A 46","4801436 - 7139938","OLGA LUCIA ATUESTA RAMIREZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,
"2,016","JARD INF ALEGRE DESPERTAR                                                                           ","URBANA","CL 8 A SUR 7 A 09","3283174","MARTHA MARINA GOMEZ PATIÑO","CENTRO EDUCATIVO",,"PREESCOLAR","MAÑANA,COMPLETA",,"-3","1",,"alegredespertar@hotmail.com"
"2,016","JARD INF BILING FANTASIA DE COLORES                                                                 ","URBANA","KR 52 130 A 18","2710790   / 6052989","GINNA MARCELA RODRIGUEZ","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,
"2,016","LIC PEDAGOGICO                                                                                      ","URBANA","KR 20 68 31","2174469 / 2174209 ","MARTA LILIA ANTORVEZA RANGEL","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"pedagogicoliceo@hotmail.com"
"2,016","COLEGIO TALENTOS","URBANA","KR 71 D 4 71","4030384","WILLIAM GERMÁN ROJAS SERRATO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,FIN DE SEMANA","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","1",,"secretaria@talentos.edu.co -- talentosamerica@hotmail.com"
"2,016","COL NUEVO MUNDO                                                                                     ","URBANA","TV 3 C BIS 70 A 15 SUR","7672607","DORA INES ROSAS PACHON","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"colvomundo@hotmail.com"
"2,016","GIMN MODERNO CASTILLA                                                                               ","URBANA","AC 8 78 C 04","2923247/2923141                                   ","ASTRID ELIZABETH AGUDELO QUIROGA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5,6,7,8,9,10","1",,
"2,016","POLITECNICO LA SALLE                                                                                ","URBANA","KR 10 20 93 SUR","2782182 / 2095696                                 ","LUZ STELLA MALPICA","INSTITUCION EDUCATIVA",,"MEDIA,BÁSICA SECUNDARIA","MAÑANA,NOCTURNA,FIN DE SEMANA","ACADÉMICA","6,7,8,9,10,11,23,24,25,26","1",,
"2,016","COL ALTA BLANCA                                                                                     ","URBANA","CL 157 7 H 70","6703303 -- 6701861","LUZ MARINA ACOSTA HERRERA","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"liceoaltablanca@etb.net.co"
